date,product_id,quantity,netprice,price,discount,discountapplied,season,campaign_intensity
2022-06-23,4A0100000001,2,949.98,1399.98,416.67,1,3,0.29762568
2022-06-25,4A0100000001,3,1499.97,1499.97,0,0,3,0
2022-06-28,4A0100000001,2,789.98,1399.98,564.82,1,3,0.403448621
2022-06-29,4A0100000001,1,599.41,699.99,93.13,1,3,0.133044758
2022-07-01,4A0100000001,1,499.99,699.99,185.19,1,3,0.264560922
2022-07-03,4A0100000001,1,179.99,229.99,46.3,1,3,0.201313101
2022-07-07,4A0100000001,1,631.43,699.99,63.48,1,3,0.09068701
2022-07-10,4A0100000001,1,499.99,699.99,185.19,1,3,0.264560922
2022-07-11,4A0100000001,1,440.11,699.99,240.63,1,3,0.343762054
2022-07-12,4A0100000001,5,2401.22,3499.95,1017.35,1,3,0.290675581
2022-07-13,4A0100000001,1,468.84,699.99,214.03,1,3,0.305761511
2022-07-16,4A0100000001,1,374.99,499.99,115.74,1,3,0.23148463
2022-07-18,4A0100000001,3,1499.97,2099.97,555.57,1,3,0.264560922
2022-07-19,4A0100000001,4,1999.96,2799.96,740.76,1,3,0.264560922
2022-07-23,4A0100000001,4,1844.73,2799.96,884.48,1,3,0.315890227
2022-07-24,4A0100000001,2,867.72,1399.98,492.84,1,3,0.3520336
2022-07-29,4A0100000001,1,461.5,699.99,220.82,1,3,0.315461649
2022-07-31,4A0100000001,3,1376.43,2099.97,669.95,1,3,0.319028367
2022-08-01,4A0100000001,2,1199.98,1399.98,185.19,1,3,0.132280461
2022-08-02,4A0100000001,1,471.14,699.99,211.9,1,3,0.30271861
2022-08-03,4A0100000001,1,499.99,499.99,0,0,3,0
2022-08-04,4A0100000001,1,639.99,749.99,101.85,1,3,0.135801811
2022-08-06,4A0100000001,1,499.99,499.99,0,0,3,0
2022-08-08,4A0100000001,3,1389.85,2099.97,657.53,1,3,0.313113997
2022-08-09,4A0100000001,1,366.11,699.99,309.15,1,3,0.441649166
2022-08-10,4A0100000001,2,782.17,1399.98,572.04,1,3,0.408605837
2022-08-11,4A0100000001,3,1396.71,2099.97,651.17,1,3,0.310085382
2022-08-12,4A0100000001,2,937.48,1399.98,428.24,1,3,0.305890084
2022-08-13,4A0100000001,1,464.28,699.99,218.25,1,3,0.311790168
2022-08-14,4A0100000001,2,999.98,1399.98,370.38,1,3,0.264560922
2022-08-15,4A0100000001,1,468.82,699.99,214.05,1,3,0.305790083
2022-08-16,4A0100000001,1,366.31,699.99,308.96,1,3,0.441377734
2022-08-17,4A0100000001,3,1412.52,2099.97,636.53,1,3,0.303113854
2022-08-19,4A0100000001,3,1634.75,2149.97,477.06,1,3,0.221891468
2022-08-20,4A0100000001,1,420.08,699.99,259.18,1,3,0.370262432
2022-08-21,4A0100000001,2,969.98,1399.98,398.15,1,3,0.28439692
2022-08-23,4A0100000001,1,199.99,239.99,37.04,1,3,0.154339764
2022-08-25,4A0100000001,2,952.11,1399.98,414.7,1,3,0.296218517
2022-08-26,4A0100000001,3,1483.3,2099.97,571,1,3,0.271908646
2022-08-27,4A0100000001,1,366.54,699.99,308.75,1,3,0.44107773
2022-08-28,4A0100000001,3,1357.4,2099.97,687.57,1,3,0.327418963
2022-08-29,4A0100000001,3,1430.46,1899.97,434.73,1,3,0.228808876
2022-09-03,4A0100000001,3,1378.51,2099.97,668.01,1,4,0.318104544
2022-09-04,4A0100000001,1,373.12,699.99,302.66,1,4,0.432377605
2022-09-07,4A0100000001,1,499.99,699.99,185.19,1,4,0.264560922
2022-09-08,4A0100000001,2,657.41,939.98,261.64,1,4,0.278346348
2022-09-10,4A0100000001,1,499.99,699.99,185.19,1,4,0.264560922
2022-09-11,4A0100000001,3,1446.99,2099.97,604.62,1,4,0.287918399
2022-09-14,4A0100000001,2,937.59,1199.98,242.95,1,4,0.202461708
2022-09-15,4A0100000001,3,1472.53,1687.47,199.02,1,4,0.117939874
2022-09-16,4A0100000001,1,499.99,499.99,0,0,4,0
2022-09-17,4A0100000001,3,1499.97,2099.97,555.57,1,4,0.264560922
2022-09-18,4A0100000001,1,499.99,699.99,185.19,1,4,0.264560922
2022-09-19,4A0100000001,1,499.99,699.99,185.19,1,4,0.264560922
2022-09-20,4A0100000001,4,1999.96,1999.96,0,0,4,0
2022-09-22,4A0100000001,1,469.97,699.99,212.98,1,4,0.304261489
2022-09-23,4A0100000001,3,1411.53,2099.97,637.45,1,4,0.303551956
2022-09-27,4A0100000001,1,499.99,699.99,185.19,1,4,0.264560922
2022-09-29,4A0100000001,2,999.98,999.98,0,0,4,0
2022-09-30,4A0100000001,1,499.99,499.99,0,0,4,0
2022-10-01,4A0100000001,3,1975.32,2099.97,115.41,1,4,0.054957928
2022-10-04,4A0100000001,1,431.36,699.99,248.73,1,4,0.355333648
2022-10-05,4A0100000001,1,394.99,699.99,282.41,1,4,0.403448621
2022-10-06,4A0100000001,1,499.99,499.99,0,0,4,0
2022-10-07,4A0100000001,1,168.23,249.99,75.7,1,4,0.302812112
2022-10-09,4A0100000001,1,499.99,699.99,185.19,1,4,0.264560922
2022-10-14,4A0100000001,4,1845.12,2599.96,698.92,1,4,0.26881952
2022-10-16,4A0100000001,1,399.99,699.99,277.78,1,4,0.39683424
2022-10-17,4A0100000001,1,468.74,699.99,214.12,1,4,0.305890084
2022-10-19,4A0100000001,1,499.99,699.99,185.19,1,4,0.264560922
2022-10-20,4A0100000001,2,999.98,999.98,0,0,4,0
2022-10-22,4A0100000001,3,1499.97,2099.97,555.57,1,4,0.264560922
2022-10-23,4A0100000001,4,2449.96,2799.96,324.09,1,4,0.115748082
2022-10-25,4A0100000001,2,999.98,1399.98,370.38,1,4,0.264560922
2022-10-26,4A0100000001,1,474.13,699.99,209.13,1,4,0.298761411
2022-10-27,4A0100000001,3,1474.97,1474.97,0,0,4,0
2022-10-28,4A0100000001,1,499.99,499.99,0,0,4,0
2022-10-29,4A0100000001,3,1499.97,2099.97,555.57,1,4,0.264560922
2022-10-30,4A0100000001,3,1499.97,2099.97,555.57,1,4,0.264560922
2022-10-31,4A0100000001,6,2874.94,2999.94,115.74,1,4,0.038580772
2022-11-01,4A0100000001,1,499.99,699.99,185.19,1,4,0.264560922
2022-11-02,4A0100000001,3,1499.97,1499.97,0,0,4,0
2022-11-03,4A0100000001,4,1999.96,1999.96,0,0,4,0
2022-11-04,4A0100000001,5,2397.7,2397.7,0,0,4,0
2022-11-06,4A0100000001,1,699.99,699.99,0,0,4,0
2022-11-08,4A0100000001,5,2042.22,2417.22,347.22,1,4,0.143644352
2022-11-09,4A0100000001,5,2249.95,2499.95,231.48,1,4,0.092593852
2022-11-10,4A0100000001,6,2624.94,2999.94,347.22,1,4,0.115742315
2022-11-11,4A0100000001,5,2074.95,2449.95,347.22,1,4,0.141725341
2022-11-12,4A0100000001,1,374.99,499.99,115.74,1,4,0.23148463
2022-11-14,4A0100000001,4,1794.2,1919.2,115.74,1,4,0.060306378
2022-11-15,4A0100000001,4,1587.46,1999.96,384.72,1,4,0.192363847
2022-11-17,4A0100000001,2,949.98,949.98,0,0,4,0
2022-11-18,4A0100000001,6,2749.94,2999.94,231.48,1,4,0.077161543
2022-11-19,4A0100000001,2,999.98,999.98,0,0,4,0
2022-11-21,4A0100000001,2,749.98,999.98,231.48,1,4,0.23148463
2022-11-25,4A0100000001,1,474.99,474.99,0,0,4,0
2022-11-27,4A0100000001,2,888.63,888.63,0,0,4,0
2022-11-28,4A0100000001,1,474.99,474.99,0,0,4,0
2022-11-29,4A0100000001,1,340.51,499.99,148.37,1,4,0.296745935
2022-12-01,4A0100000001,1,374.99,499.99,115.74,1,1,0.23148463
2022-12-05,4A0100000001,2,999.98,999.98,0,0,1,0
2022-12-06,4A0100000001,1,499.99,499.99,0,0,1,0
2022-12-07,4A0100000001,1,699.99,749.99,46.3,1,1,0.061734156
2022-12-08,4A0100000001,1,499.99,499.99,0,0,1,0
2022-12-10,4A0100000001,3,1499.97,1499.97,0,0,1,0
2022-12-12,4A0100000001,4,1999.96,1999.96,0,0,1,0
2022-12-13,4A0100000001,3,1419.71,1419.71,0,0,1,0
2022-12-14,4A0100000001,2,980.83,999.98,19.15,1,1,0.019150383
2022-12-15,4A0100000001,4,1954.26,1999.96,45.7,1,1,0.022850457
2022-12-19,4A0100000001,1,499.99,499.99,0,0,1,0
2022-12-21,4A0100000001,2,1324.98,1399.98,69.44,1,1,0.049600709
2022-12-22,4A0100000001,2,999.98,999.98,0,0,1,0
2022-01-01,4A0100000002,26,6972.86,8879.74,1772.21,1,1,0.199579042
2022-01-02,4A0100000002,19,4764.83,6179.81,1310.11,1,1,0.211998427
2022-01-03,4A0100000002,11,2289.45,3739.89,1366,1,1,0.365251384
2022-01-04,4A0100000002,11,3014.89,3739.89,671.25,1,1,0.179483889
2022-01-05,4A0100000002,8,1177.24,2719.92,1428.4,1,1,0.525162505
2022-01-06,4A0100000002,23,5826.49,7819.77,1869.52,1,1,0.239076085
2022-01-07,4A0100000002,14,3434.15,4759.86,1237.43,1,1,0.259971932
2022-01-08,4A0100000002,22,5562.87,7499.78,1793.37,1,1,0.239123014
2022-01-09,4A0100000002,22,4902.21,7519.78,2423.63,1,1,0.322300652
2022-01-10,4A0100000002,17,3317.26,4339.83,946.81,1,1,0.218167532
2022-01-11,4A0100000002,20,3718.65,4307.41,545.14,1,1,0.126558651
2022-01-12,4A0100000002,10,2100.92,2859.9,702.74,1,1,0.245721878
2022-01-13,4A0100000002,10,2451.06,3399.9,878.54,1,1,0.258401718
2022-01-14,4A0100000002,6,1664.94,2039.94,347.2,1,1,0.170201084
2022-01-15,4A0100000002,16,4095.5,5459.84,1263.23,1,1,0.231367586
2022-01-16,4A0100000002,12,3097.16,4079.88,909.91,1,1,0.223023716
2022-01-17,4A0100000002,10,2658.65,3399.9,686.31,1,1,0.201861819
2022-01-18,4A0100000002,5,1318.85,1719.95,371.37,1,1,0.215919067
2022-01-19,4A0100000002,19,5140.2,6459.81,1229.57,1,1,0.190341512
2022-01-20,4A0100000002,7,1645.93,2199.93,512.96,1,1,0.233171055
2022-01-21,4A0100000002,4,870.96,1179.96,286.1,1,1,0.242465846
2022-01-22,4A0100000002,7,1621.94,2379.93,701.83,1,1,0.294895228
2022-01-23,4A0100000002,7,1854.76,2379.93,486.25,1,1,0.204312732
2022-01-24,4A0100000002,3,809.97,1019.97,194.43,1,1,0.190623254
2022-01-25,4A0100000002,2,489.98,679.98,175.92,1,1,0.258713492
2022-01-26,4A0100000002,6,1441.76,1859.94,387.2,1,1,0.208178758
2022-01-27,4A0100000002,18,4400.44,6119.82,1623.86,1,1,0.265344406
2022-01-28,4A0100000002,12,3038.02,3909.99,807.36,1,1,0.206486462
2022-01-29,4A0100000002,12,2287.47,4079.88,1659.61,1,1,0.406779121
2022-01-30,4A0100000002,8,2174.92,2719.92,504.61,1,1,0.185523839
2022-01-31,4A0100000002,3,589.97,659.97,64.81,1,1,0.098201433
2022-02-01,4A0100000002,6,1215.72,1759.96,503.92,1,1,0.286324689
2022-02-02,4A0100000002,19,4001.32,6459.81,2358.65,1,1,0.365126838
2022-02-03,4A0100000002,7,1850.94,2379.93,489.78,1,1,0.205795969
2022-02-04,4A0100000002,5,1299.95,1699.95,370.35,1,1,0.217859349
2022-02-05,4A0100000002,8,2323.76,2719.92,366.81,1,1,0.134860584
2022-02-06,4A0100000002,4,1065.17,1359.96,277.38,1,1,0.203961881
2022-02-07,4A0100000002,5,1394.95,1699.95,282.39,1,1,0.16611665
2022-02-08,4A0100000002,3,784.97,1019.97,217.58,1,1,0.21332
2022-02-09,4A0100000002,2,487.98,679.98,177.77,1,1,0.26143416
2022-02-10,4A0100000002,1,242.99,339.99,89.81,1,1,0.264154828
2022-02-11,4A0100000002,6,1592.84,2039.94,413.96,1,1,0.202927537
2022-02-12,4A0100000002,10,2332.9,3219.9,821.26,1,1,0.25505761
2022-02-13,4A0100000002,5,1117.95,1699.95,538.87,1,1,0.316991676
2022-02-14,4A0100000002,7,1613.29,5139.93,3265.4,1,1,0.635300481
2022-02-15,4A0100000002,7,2125.33,3459.93,1235.75,1,1,0.357160405
2022-02-16,4A0100000002,4,1486.44,2199.96,660.68,1,1,0.300314551
2022-02-17,4A0100000002,5,1510.8,2749.95,1147.37,1,1,0.417233041
2022-02-18,4A0100000002,6,1779.94,3299.94,1407.42,1,1,0.426498664
2022-02-19,4A0100000002,4,1289.96,2199.96,842.6,1,1,0.383006964
2022-02-20,4A0100000002,14,4288.14,7699.86,3160.74,1,1,0.410493178
2022-02-21,4A0100000002,1,399.99,549.99,138.89,1,1,0.252531864
2022-02-22,4A0100000002,10,3780.27,5499.9,1596,1,1,0.290187094
2022-02-24,4A0100000002,54,13751.95,14656.95,837.97,1,1,0.057172195
2022-02-25,4A0100000002,15,5782.16,8449.87,2470.43,1,1,0.292363078
2022-02-26,4A0100000002,5,1139.95,2359.95,1129.64,1,1,0.478671158
2022-02-27,4A0100000002,6,1839.95,3299.94,1351.85,1,1,0.409658963
2022-02-28,4A0100000002,4,1594.96,2199.96,560.19,1,1,0.254636448
2022-03-01,4A0100000002,18,6488.63,9899.82,3181.57,1,2,0.32137655
2022-03-02,4A0100000002,4,1341.04,2199.96,795.3,1,2,0.361506573
2022-03-03,4A0100000002,1,299.99,549.99,231.48,1,2,0.42088038
2022-03-04,4A0100000002,1,288.88,549.99,241.77,1,2,0.439589811
2022-03-05,4A0100000002,10,3447.05,5499.9,1902.44,1,2,0.345904471
2022-03-06,4A0100000002,10,2879.92,5499.9,2425.92,1,2,0.441084383
2022-03-07,4A0100000002,8,2859.66,4092.93,1143.65,1,2,0.279420855
2022-03-08,4A0100000002,1,399.99,549.99,138.89,1,2,0.252531864
2022-03-09,4A0100000002,3,1044.97,1649.97,560.19,1,2,0.339515264
2022-03-10,4A0100000002,1,244.99,549.99,282.41,1,2,0.513482063
2022-03-11,4A0100000002,2,794.98,1099.98,282.41,1,2,0.256741032
2022-03-12,4A0100000002,6,1920.53,3299.94,1277.24,1,2,0.387049462
2022-03-13,4A0100000002,6,1542.61,3299.94,1627.17,1,2,0.493090783
2022-03-14,4A0100000002,4,1444.96,2199.96,699.08,1,2,0.317769414
2022-03-15,4A0100000002,2,799.98,1099.98,277.78,1,2,0.252531864
2022-03-16,4A0100000002,3,734.97,1649.97,847.23,1,2,0.513482063
2022-03-17,4A0100000002,6,1721.09,3299.94,1461.9,1,2,0.443008055
2022-03-18,4A0100000002,6,1871.45,2999.94,1044.9,1,2,0.348306966
2022-03-19,4A0100000002,8,2821.48,4399.92,1461.52,1,2,0.332169676
2022-03-20,4A0100000002,13,4534.13,7189.87,2459.03,1,2,0.342013138
2022-03-21,4A0100000002,19,6579.87,10449.81,3658.85,1,2,0.350135553
2022-03-22,4A0100000002,2,707.68,1099.98,363.24,1,2,0.330224186
2022-03-23,4A0100000002,5,1472.81,2749.95,1182.54,1,2,0.430022364
2022-03-24,4A0100000002,2,644.98,1099.98,421.3,1,2,0.383006964
2022-03-25,4A0100000002,1,244.99,549.99,282.41,1,2,0.513482063
2022-03-26,4A0100000002,5,1689.95,2749.95,981.49,1,2,0.356911944
2022-03-27,4A0100000002,3,1099.97,1649.97,509.26,1,2,0.308648036
2022-03-28,4A0100000002,10,3046.15,5499.9,2297.19,1,2,0.417678503
2022-03-29,4A0100000002,8,2654.11,4439.92,1692.49,1,2,0.38119831
2022-03-30,4A0100000002,6,2290.44,3299.94,934.73,1,2,0.283256665
2022-03-31,4A0100000002,3,1003.24,1649.97,598.83,1,2,0.362933872
2022-04-01,4A0100000002,16,3976.92,8237.87,4092.11,1,2,0.496743697
2022-04-02,4A0100000002,5,1804.95,2749.95,875.01,1,2,0.31819124
2022-04-03,4A0100000002,5,1423.84,2749.95,1227.89,1,2,0.446513573
2022-04-05,4A0100000002,3,671.97,869.97,183.33,1,2,0.210731405
2022-04-06,4A0100000002,20,2799.81,3151.81,325.9,1,2,0.103400903
2022-04-07,4A0100000002,24,3287.78,3791.76,466.64,1,2,0.123066861
2022-04-08,4A0100000002,56,7945.47,8837.46,825.86,1,2,0.093449928
2022-04-09,4A0100000002,24,4831.76,5621.76,731.48,1,2,0.130115836
2022-04-10,4A0100000002,1,399.99,549.99,138.89,1,2,0.252531864
2022-04-11,4A0100000002,24,3263.77,3839.76,533.32,1,2,0.138894098
2022-04-12,4A0100000002,112,16212.9,17026.9,753.71,1,2,0.044265838
2022-04-13,4A0100000002,42,7039.64,8321.64,1187.04,1,2,0.142644959
2022-04-14,4a0100000002,9,2626.97,4209.91,1465.69,1,2,0.348152336
2022-04-15,4A0100000002,31,6950.9,10989.73,3739.7,1,2,0.340290435
2022-04-16,4A0100000002,45,11795.71,16829.66,4661.11,1,2,0.276958061
2022-04-17,4A0100000002,35,10255.32,14129.66,3587.37,1,2,0.253889336
2022-04-18,4A0100000002,92,28051.23,41096.52,12256.76,1,2,0.298243258
2022-04-19,4A0100000002,107,19943.41,22214.4,2102.86,1,2,0.094662021
2022-04-20,4A0100000002,100,19647.9,22387.39,2536.63,1,2,0.113306196
2022-04-21,4A0100000002,96,21112.88,24092.79,2759.23,1,2,0.114525134
2022-04-22,4A0100000002,53,13379.56,17195.3,3533.13,1,2,0.205470681
2022-04-23,4A0100000002,67,22607.54,33069.33,9686.87,1,2,0.292926104
2022-04-24,4A0100000002,56,19238.23,28449.44,8528.94,1,2,0.299792896
2022-04-25,4A0100000002,24,9301.87,12629.76,3085.24,1,2,0.244283343
2022-04-26,4A0100000002,64,22090.8,35199.36,12265.4,1,2,0.348455199
2022-04-27,4A0100000002,29,10164.71,15949.71,5382.57,1,2,0.33747134
2022-04-28,4A0100000002,47,15946.05,24799.53,8263.27,1,2,0.333202686
2022-04-29,4A0100000002,57,21097.77,26409.69,4922.24,1,2,0.186380075
2022-04-30,4A0100000002,67,25370.07,35419.33,9304.92,1,2,0.262707397
2022-05-01,4A0100000002,43,14873.29,23649.57,8126.2,1,2,0.343608784
2022-05-02,4A0100000002,19,6985.66,10489.81,3254.3,1,2,0.310234408
2022-05-03,4A0100000002,21,8300.38,11549.79,3008.73,1,2,0.26050084
2022-05-04,4a0100000002,24,8430.07,13199.76,4416.41,1,2,0.334582598
2022-05-05,4A0100000002,27,9409.78,14889.73,5097.75,1,2,0.342366853
2022-05-06,4A0100000002,26,9728.24,14299.74,4232.9,1,2,0.296012375
